star,region,constellation,security_status,connections
Firbha,Khanid,Fekhoya,0.58,['Afnakat']
Bashyam,Khanid,Fekhoya,0.47,"['Chamemi', 'Parses']"
Parses,Khanid,Fekhoya,0.5,"['Afnakat', 'Chamemi', 'Bashyam', 'Balanaz']"
Hakana,Khanid,Akar,0.32,"['Amafi', 'Arzieh']"
Ashkoo,Khanid,Akar,0.27,"['Amafi', 'Baratar']"
FQ9W-C,Cloud Ring,Prelle,-0.09,"['6Z9-0M', '9-4RP2']"
G8AD-C,Cloud Ring,Prelle,-0.11,"['9-4RP2', 'Z-Y7R7']"
XZH-4X,Cloud Ring,Prelle,-0.75,['9-4RP2']
CX7-70,Cloud Ring,Miennue,-0.01,"['28O-JY', '6ON-RW']"
U65-CN,Cloud Ring,Miennue,-0.01,"['6Z9-0M', '6ON-RW', 'X-M9ON']"
Akhmoh,Kador,Naloran,0.82,['Salah']
Sadana,Aridia,Mareerieh,0.36,"['Hier', 'Isid', 'Onanam']"
UO9-YG,Outer Ring,Crown,-0.01,"['RL-KT0', 'ZQP-QV', 'ZJQH-S', 'E9G-MT']"
ZQP-QV,Outer Ring,Crown,-0.01,"['RL-KT0', 'UO9-YG', 'P-NUWP', 'ZJQH-S', 'TQ-RR8']"
ZJQH-S,Outer Ring,Crown,-0.01,"['RL-KT0', 'UO9-YG', 'ZQP-QV']"
4C-B7X,Outer Ring,Heart,-0.01,"['A-SJ8X', 'F-XWIN', 'LGUZ-1', 'BF-SDP']"
ZXI-K2,Outer Ring,Regalia,-0.08,"['AN-G54', 'B0C-LD']"
XF-TQL,Fountain,Pegasus,-0.01,"['7-692B', '4-EP12', 'YZS5-4']"
Chiga,Genesis,Charak,0.73,['Habu']
Otakod,Genesis,Aven,0.33,"['Van', 'Olin', 'Galnafsad']"
Sharza,Genesis,Kihkounad,0.3,"['Azedi', 'Pirna', 'Seshi', 'Anara']"
Exit,Genesis,EVE,0.17,"['Access', 'Gateway']"
Sooma,Derelik,Anares,0.58,['Chidah']
Shenela,Derelik,Anares,0.46,"['Chidah', 'Dooz']"
Kazna,Derelik,Mamouna,0.23,"['Sendaya', 'Futzchag', 'Kuharah']"
Fera,Derelik,Ananah,0.48,['Majamar']
Ilahed,Derelik,Aguh,0.32,"['Shamahi', 'Sosa', 'Ishkad']"
Asilem,Derelik,Mal,0.28,"['Shach', 'Dysa']"
Shach,Derelik,Mal,0.33,"['Asilem', 'Mahnagh', 'Kehrara', 'Timeor']"
Mahti,Derelik,Mal,0.23,['Dysa']
MA-XAP,Vale of the Silent,UK-MI6,-0.1,"['MO-FIF', 'C-J7CR']"
Y-ZXIO,Vale of the Silent,F-V9QW,-0.9,['G96R-F']
BR-6XP,Vale of the Silent,E-8CSQ,-0.25,"['G5ED-Y', '8-TFDX', 'UL-4ZW', 'A-QRQT']"
UL-4ZW,Vale of the Silent,E-8CSQ,-0.41,"['G5ED-Y', 'BR-6XP', '8-TFDX', 'R-RSZZ']"
PX5-LR,Vale of the Silent,9KX-M0,-0.17,"['WMBZ-U', 'A3-RQ3']"
Q3-BAY,Vale of the Silent,88G-M4,-0.81,"['MGAM-4', 'VORM-W', 'JZV-F4']"
I6-SYN,Cache,5HN-S5,-0.35,"['E1W-TB', 'VK-A5G', 'O-5TN1', 'K-IYNW']"
504Z-V,Great Wildlands,K-DLD2,-0.09,"['F8K-WQ', 'AB-FZE', 'NE-3GR', '7-IDWY', 'QM-20X']"
AB-FZE,Great Wildlands,K-DLD2,-0.11,"['504Z-V', 'F8K-WQ', 'N-6Z8B']"
YUY-LM,Great Wildlands,K-DLD2,-0.02,['F8K-WQ']
NE-3GR,Great Wildlands,K-DLD2,-0.03,"['504Z-V', 'F8K-WQ']"
Y4-GQV,Great Wildlands,V-LQBF,-0.02,"['AZF-GH', 'M-EKDF', 'VXO-OM', 'WTIE-6', '92-B0X']"
VXO-OM,Great Wildlands,V-LQBF,0,"['Y4-GQV', 'AZF-GH', 'UT-UZB', 'M-EKDF', 'O-OVOQ']"
VKU-BG,Great Wildlands,BB8E-G,-0.55,"['56D-TC', 'WPR-EI', 'ZM-DNR']"
WPR-EI,Great Wildlands,BB8E-G,-0.46,"['VKU-BG', '0NV-YU']"
168-6H,Great Wildlands,BB8E-G,-0.13,['V-2GYS']
R-ESG0,Great Wildlands,AP-S8F,-0.05,"['P1T-LP', 'CI4M-T']"
L1S-G1,Great Wildlands,V-4QJC,-0.02,['UNJ-GX']
WE3-BX,Great Wildlands,DYK-G8,-0.02,"['LXTC-S', 'H7O-JZ', 'H-8F5Q']"
HB-1NJ,Great Wildlands,L-TEVM,-0.13,"['PUZ-IO', 'F7A-MR', 'O-8SOC']"
Doril,Curse,Heaven,-0.01,"['Sendaya', 'Utopia', 'Jorund']"
SV5-8N,Catch,UX3-N2,-0.21,"['F9E-KX', 'WD-VTV', 'HED-GP']"
TA3T-3,Catch,T-HHHT,-0.15,"['G-AOTH', 'E-YJ8G', 'J6QB-P']"
UL-7I8,Catch,NNLX-K,-0.3,"['G-AOTH', 'ERVK-P', 'OXIY-V']"
6W-HRH,Venal,48R-PS,-0.21,"['CSOA-B', 'N5Y-4N']"
0-XIDJ,Venal,E-I1JW,-0.12,"['P-GKF5', 'SBL5-R', 'O-TVTD']"
4RX-EE,Venal,W9MQ-1,-0.16,"['SS-GED', 'V3X-L8']"
QHJ-FW,Venal,W9MQ-1,-0.17,"['Z0-TJW', '9IPC-E', 'EIV-1W', 'JURU-T']"
MC6-5J,Venal,Y8-HHZ,-0.11,"['JURU-T', '4-7IL9', 'RQ9-OZ', 'B-CZXG']"
65V-RH,Venal,Y8-HHZ,-0.27,"['JURU-T', 'B-CZXG']"
2PLH-3,Venal,Y8-HHZ,-0.14,"['4-7IL9', 'RQ9-OZ', 'B-CZXG']"
RQ9-OZ,Venal,Y8-HHZ,-0.16,"['MC6-5J', '2PLH-3', 'B-CZXG']"
L-IE41,Venal,0KTC-R,-0.66,"['Q61Y-F', 'VG-QW1', '2IBE-N']"
JC-YX8,Pure Blind,U8-CWA,-0.13,['EL8-4Q']
N-H32Y,Pure Blind,U8-CWA,-0.15,['EL8-4Q']
DK-FXK,Pure Blind,WMP-OF,-0.08,"['A8I-C5', 'M-76XI', 'ZJET-E', 'U-INPD']"
U-INPD,Pure Blind,WMP-OF,-0.1,"['A8I-C5', 'DK-FXK', 'DO6H-Q']"
J-OK0C,Pure Blind,K-QUVW,-0.06,['6GWE-A']
E-Z2ZX,Pure Blind,LN-L8L,-0.12,"['P-2TTL', 'RORZ-H', 'VRH-H7']"
RORZ-H,Pure Blind,LN-L8L,-0.13,"['P-2TTL', 'E-Z2ZX', 'O-A6YN', 'KU5R-W']"
O-A6YN,Pure Blind,LN-L8L,-0.12,"['P-2TTL', 'RORZ-H']"
Y-C3EQ,Pure Blind,0A-73B,-0.14,"['H1-J33', 'OGV-AS', '7D-0SQ']"
P-6I0B,Geminate,KR-XF4,-0.37,"['D-I9HJ', 'CFYY-J']"
8-KZXQ,Geminate,KR-XF4,-0.17,"['D-I9HJ', '3SFU-S']"
Atioth,Geminate,KR-XF4,-0.02,"['K-IYNW', 'D-I9HJ', 'U6D-9A']"
PYY3-5,Geminate,KR-XF4,-0.24,['D-I9HJ']
JE1-36,Geminate,74IL-O,-0.52,['O2O-2X']
5F-YRA,Geminate,74IL-O,-0.43,"['O2O-2X', 'TDE4-H']"
QPO-WI,Deklein,29V-1R,-0.14,"['FO8M-2', '94-H3F']"
R8S-1K,Deklein,29V-1R,-0.06,"['T-945F', 'FO8M-2']"
5-DSFH,Syndicate,Y4Y7-Q,-0.27,"['ZN0-SR', 'AK-QBU']"
AK-QBU,Syndicate,Y4Y7-Q,-0.31,"['ZN0-SR', '5-DSFH']"
6R-PWU,Syndicate,TA-A7V,-0.27,['5-T0PZ']
A-ZLHX,Syndicate,TA-A7V,-0.33,"['5-T0PZ', 'UTKS-5']"
UTKS-5,Syndicate,TA-A7V,-0.37,"['A-ZLHX', 'Y9G-KS', 'I-YGGI']"
35-RK9,Syndicate,MK7-AO,-0.25,"['IIRH-G', 'XS-XAY']"
VLGD-R,Syndicate,GN-ACS,-0.02,"['9GYL-O', 'S-GKKR']"
S-GKKR,Syndicate,GN-ACS,-0.02,"['9GYL-O', 'VLGD-R']"
KFR-ZE,Syndicate,59H-0G,-0.01,"['Y-W6GF', 'D85-VD', 'U0V6-T']"
KLYN-8,Syndicate,59H-0G,-0.01,"['Y-W6GF', '5-VKCN']"
5KS-AB,Syndicate,59H-0G,0,['Y-W6GF']
57-YRU,Syndicate,QS-FVH,-0.01,"['0T-AMZ', '4L-E5P']"
3-IN0V,Syndicate,6-V49K,-0.03,"['EF-F36', 'Z-QENW', 'D-B7YK', 'DUV-5Y']"
DUV-5Y,Syndicate,6-V49K,-0.03,"['EF-F36', '3-IN0V']"
GRNJ-3,Syndicate,6-V49K,-0.03,['EF-F36']
Conomette,Solitude,Braille,0.3,"['Y9G-KS', 'Aimoguier', 'Yveve']"
Pertnineere,Solitude,Elose,0.44,"['Y9G-KS', 'Boystin']"
RLTG-3,Tenal,M-J57M,-0.06,"['3DR-CR', 'S-EVIQ']"
PNS7-J,Tenal,M-J57M,-0.05,"['S-EVIQ', '1QH-0K']"
0-UVHJ,Tenal,M-J57M,-0.08,"['IG-ZAM', 'NCG-PW', 'U1TX-A']"
NCG-PW,Tenal,M-J57M,-0.11,"['IG-ZAM', '0-UVHJ', 'S-KSWL']"
Y-YHZQ,Tenal,2-ZRM0,-0.41,"['A-1IJ9', 'Z-SR1I', 'GW7P-8', 'SF-XJS']"
Z-SR1I,Tenal,2-ZRM0,-0.62,"['Y-YHZQ', 'GW7P-8']"
SF-XJS,Tenal,2-ZRM0,-0.31,"['Y-YHZQ', 'A1RR-M']"
CR-IFM,Fade,XFLN-F,-0.35,"['E-9ORY', 'HHK-VL', 'P-33KR']"
HHK-VL,Fade,XFLN-F,-0.29,"['E-9ORY', 'CR-IFM', 'DO6H-Q']"
X36Y-G,Fade,UWRZ-2,-0.29,"['VRH-H7', 'L-C3O7', 'YKSC-A']"
C-OK0R,Fade,7X-X1Y,-0.44,"['YKSC-A', '0-ARFO']"
DP-JD4,Providence,AZBG-H,-0.06,"['IS-R7P', 'QR-K85', '5IO8-U', 'OXIY-V']"
ZT-LPU,Providence,HS7W-T,-0.08,"['AY-YCU', '1-1I53']"
VKI-T7,Providence,5-88B9,-0.07,"['3GXF-U', 'H-GKI6']"
8P9-BM,Providence,5-88B9,-0.1,"['3GXF-U', 'F-YH5B']"
AY-24I,Providence,UD-ZJ3,-0.17,"['2-TEGJ', 'K1I1-J', 'X6AB-Y']"
K1Y-5H,Providence,P6N8-J,-0.08,"['DNR-7M', 'IWZ3-C']"
IWZ3-C,Providence,P6N8-J,-0.09,"['N-RMSH', 'K1Y-5H']"
18-GZM,Providence,04-H4M,-0.1,['1-1I53']
Ashmarir,Khanid,Youledian,0.42,"['Arzanni', 'Kaira', 'Claini']"
Efa,Khanid,Sib,0.43,"['Tzashrah', 'Moro', 'Sabusi', '3-FKCZ']"
Sabusi,Khanid,Sib,0.51,"['Tzashrah', 'Efa']"
Ainsan,Khanid,Sib,0.47,"['Talidal', 'Moro']"
Vezila,Khanid,Seevadin,0.27,"['Gehi', 'Ham']"
Upt,Khanid,Seevadin,0.15,['Ham']
Balanaz,Khanid,Fekhoya,0.56,['Parses']
Baratar,Khanid,Akar,0.15,"['Ashkoo', 'Nandeza', 'Goudiyah']"
Arzieh,Khanid,Akar,0.3,['Hakana']
6Z9-0M,Cloud Ring,Prelle,-0.14,"['FQ9W-C', 'U65-CN']"
Van,Aridia,Anama,0.31,"['Shakasi', 'Zayi', 'Otakod']"
Hier,Aridia,Afinoo,0.36,"['Kamih', 'Sadana', 'Nema']"
Isid,Aridia,Mareerieh,0.27,"['Sadana', 'Marmeha']"
E9G-MT,Outer Ring,Crown,0,"['VSIG-K', 'UO9-YG', '1L-BHT']"
F-XWIN,Outer Ring,Heart,0,"['D5IW-F', '4C-B7X']"
LGUZ-1,Outer Ring,Heart,0,"['4C-B7X', 'F5FO-U', 'J9SH-A']"
BF-SDP,Outer Ring,Heart,-0.04,"['4C-B7X', '5WAE-M', 'L3-XYO']"
7-692B,Outer Ring,Sword,0,"['DB-6W4', 'XF-TQL']"
AN-G54,Outer Ring,Regalia,-0.13,"['L3-XYO', 'ZXI-K2', 'T-Z6J2', 'CT7-5V']"
4-EP12,Fountain,Pegasus,-0.05,"['XF-TQL', '3WE-KY']"
Pirna,Genesis,Kihkounad,0.3,['Sharza']
Seshi,Genesis,Kihkounad,0.32,['Sharza']
Anara,Genesis,Kihkounad,0.36,"['Sharza', 'Partod']"
Gateway,Genesis,EVE,0.17,"['Exit', 'Central Point']"
Futzchag,Derelik,Mamouna,0.17,"['Kazna', 'Lilmad', 'Kuharah', 'Jayneleb']"
Kuharah,Derelik,Mamouna,0.19,"['Futzchag', 'Kazna']"
Dooz,Derelik,Sazdih,0.42,"['Shenela', 'Bayuka', 'Uzistoon', 'Sari']"
Sosa,Derelik,Aguh,0.3,"['Ilahed', 'Eshwil', 'Aranir']"
Ishkad,Derelik,Aguh,0.37,['Ilahed']
Mahnagh,Derelik,Mal,0.21,['Shach']
Timeor,Derelik,Mal,0.31,"['Sari', 'Shach']"
C-J7CR,Vale of the Silent,UK-MI6,-0.09,['MA-XAP']
A-QRQT,Vale of the Silent,9KX-M0,-0.13,"['BR-6XP', 'WMBZ-U']"
WMBZ-U,Vale of the Silent,9KX-M0,-0.09,"['A-QRQT', 'PX5-LR']"
JZV-F4,Vale of the Silent,88G-M4,-0.85,['Q3-BAY']
E1W-TB,Cache,BVA-YH,-0.19,"['LMM7-L', 'I6-SYN']"
VK-A5G,Cache,5HN-S5,-0.56,"['B-T6BT', 'I6-SYN']"
O-5TN1,Cache,5HN-S5,-0.4,"['I6-SYN', 'U-QMOA']"
56D-TC,Great Wildlands,U-3HAO,-0.7,"['6EG7-R', '2X7Z-L', '8DL-CP', 'VKU-BG']"
N-6Z8B,Great Wildlands,K-DLD2,-0.08,"['AB-FZE', '1L-AED', '52V6-B']"
7-IDWY,Great Wildlands,V-LQBF,-0.01,"['504Z-V', 'BY5-V8', 'TET3-B']"
UT-UZB,Great Wildlands,V-LQBF,-0.01,"['VXO-OM', 'BY5-V8', 'KLMT-W']"
M-EKDF,Great Wildlands,V-LQBF,0,"['Y4-GQV', 'VXO-OM']"
QM-20X,Great Wildlands,IYOO-M,-0.15,"['504Z-V', 'GF-3FL', 'ZJ-GOU']"
CI4M-T,Great Wildlands,AP-S8F,-0.03,"['R-ESG0', 'I-QRJA']"
WTIE-6,Great Wildlands,T-W4L3,-0.03,"['Y4-GQV', 'IX8-JB', '1L-AED']"
H7O-JZ,Great Wildlands,DYK-G8,-0.01,"['WE3-BX', 'O-RXCZ']"
H-8F5Q,Great Wildlands,DYK-G8,-0.02,['WE3-BX']
PUZ-IO,Great Wildlands,L-TEVM,-0.19,"['U2-28D', 'P7UZ-T', 'HB-1NJ', 'O-8SOC']"
O-8SOC,Great Wildlands,L-TEVM,-0.1,"['PUZ-IO', 'HB-1NJ']"
O-OVOQ,Great Wildlands,W-3Y6D,-0.01,"['VXO-OM', 'SB-23C', '5FCV-A', '92-B0X']"
92-B0X,Great Wildlands,W-3Y6D,-0.01,"['Y4-GQV', '52V6-B', 'SB-23C', 'O-OVOQ']"
Utopia,Curse,Heaven,-0.02,"['Hemin', 'Doril', 'Litom']"
Jorund,Curse,Heaven,-0.01,"['Hemin', 'Doril', 'Farit']"
F9E-KX,Catch,UX3-N2,-0.25,"['SV5-8N', 'D-GTMI']"
WD-VTV,Catch,UX3-N2,-0.09,"['9KOE-A', 'SV5-8N']"
E-YJ8G,Catch,T-HHHT,-0.12,['TA3T-3']
J6QB-P,Catch,T-HHHT,-0.19,"['TA3T-3', 'KA6D-K']"
ERVK-P,Catch,NNLX-K,-0.28,"['7MD-S1', 'UL-7I8', 'BR-N97']"
IS-R7P,Catch,NNLX-K,-0.14,"['BR-N97', 'DP-JD4', '3KB-J0']"
N5Y-4N,Venal,48R-PS,-0.25,"['6W-HRH', 'MQFX-Q']"
O-TVTD,Venal,E-I1JW,-0.1,"['0-XIDJ', '8CIX-S']"
V3X-L8,Venal,W9MQ-1,-0.16,"['4RX-EE', 'N0C-UN']"
Z0-TJW,Venal,W9MQ-1,-0.16,"['VG-6CH', 'QHJ-FW']"
9IPC-E,Venal,W9MQ-1,-0.14,"['QHJ-FW', 'EIV-1W', 'UQ9-3C']"
EIV-1W,Venal,W9MQ-1,-0.19,"['QHJ-FW', '9IPC-E', 'S-1ZXZ']"
4-7IL9,Venal,Y8-HHZ,-0.1,"['MC6-5J', '2PLH-3']"
VG-QW1,Venal,0KTC-R,-0.77,"['L-IE41', 'YJ3-UT']"
2IBE-N,Venal,0KTC-R,-0.5,['L-IE41']
M-76XI,Pure Blind,WMP-OF,-0.08,"['DK-FXK', 'ZJET-E']"
ZJET-E,Pure Blind,WMP-OF,-0.1,"['DK-FXK', 'M-76XI']"
KU5R-W,Pure Blind,0A-73B,-0.17,"['RORZ-H', 'H1-J33']"
H1-J33,Pure Blind,0A-73B,-0.2,"['KU5R-W', 'Y-C3EQ']"
OGV-AS,Pure Blind,0A-73B,-0.14,"['Y-C3EQ', 'UI-8ZE']"
CFYY-J,Geminate,KR-XF4,-0.21,"['P-6I0B', 'HKYW-T']"
3SFU-S,Geminate,KR-XF4,-0.07,"['8-KZXQ', 'RFGW-V']"
U6D-9A,Geminate,KR-XF4,-0.03,"['VJ-NQP', 'Atioth']"
TDE4-H,Geminate,74IL-O,-0.58,"['5F-YRA', 'UER-TH']"
94-H3F,Deklein,Z-D6K5,-0.22,"['QPO-WI', 'CU9-T0', 'XCF-8N']"
I-YGGI,Syndicate,TA-A7V,-0.2,['UTKS-5']
XS-XAY,Syndicate,MK7-AO,-0.34,"['35-RK9', 'DP34-U', '617I-I', '6-U2M8']"
D85-VD,Syndicate,59H-0G,-0.02,"['KFR-ZE', 'Faurulle']"
5-VKCN,Syndicate,59H-0G,-0.02,['KLYN-8']
U0V6-T,Syndicate,59H-0G,-0.01,['KFR-ZE']
4L-E5P,Syndicate,QS-FVH,-0.01,"['57-YRU', 'UFXF-C', 'RLL-9R']"
Z-QENW,Syndicate,6-V49K,-0.04,['3-IN0V']
D-B7YK,Syndicate,6-V49K,-0.05,['3-IN0V']
VSIG-K,Syndicate,SKX-PL,0,"['RSS-KA', 'E9G-MT']"
Aimoguier,Solitude,Braille,0.18,"['Conomette', 'Cadelanne']"
Yveve,Solitude,Braille,0.35,"['Conomette', 'Meunvon', 'Elore', 'Yvelet']"
Boystin,Solitude,Elose,0.52,"['Pertnineere', 'Lour', 'Oerse']"
3DR-CR,Tenal,M-J57M,-0.12,"['H1-ESN', 'RLTG-3']"
1QH-0K,Tenal,09-4XW,-0.07,"['PNS7-J', 'ZH3-BS', 'W8O-19']"
U1TX-A,Tenal,9P57-V,-0.11,"['0-UVHJ', '1BWK-S', 'KMV-CQ']"
S-KSWL,Tenal,TJ10-O,-0.43,"['NCG-PW', '5-O8B1', 'R-YWID', 'J1-KJP']"
A-1IJ9,Tenal,2-ZRM0,-0.22,"['RKE-CP', 'Y-YHZQ']"
P-33KR,Fade,XFLN-F,-0.28,"['CR-IFM', 'DO6H-Q', 'DW-T2I']"
DO6H-Q,Fade,XFLN-F,-0.33,"['U-INPD', 'CCP-US', 'HHK-VL', 'P-33KR']"
VRH-H7,Fade,UWRZ-2,-0.27,"['E-Z2ZX', 'O-CNPR', 'X36Y-G']"
L-C3O7,Fade,UWRZ-2,-0.36,"['O1Y-ED', 'K4YZ-Y', 'X36Y-G', 'C4C-Z4']"
0-ARFO,Fade,7X-X1Y,-0.5,['C-OK0R']
OXIY-V,Providence,AZBG-H,-0.15,"['UL-7I8', 'DP-JD4']"
AY-YCU,Providence,HS7W-T,-0.08,"['TU-RI6', 'ZT-LPU', '2V-CS5']"
F-YH5B,Providence,5-88B9,-0.12,"['8P9-BM', 'LF-2KP', '3D-CQU']"
H-GKI6,Providence,5-88B9,-0.06,"['VKI-T7', 'YQB-22']"
2-TEGJ,Providence,UD-ZJ3,-0.17,"['MH9C-S', 'MVCJ-E', 'AY-24I', 'K1I1-J']"
K1I1-J,Providence,UD-ZJ3,-0.17,"['2-TEGJ', 'AY-24I', 'LF-2KP']"
Kaira,Khanid,Youledian,0.33,"['Ashmarir', 'A2-V27']"
Moro,Khanid,Sib,0.46,"['Efa', 'Ainsan']"
Claini,Khanid,Seevadin,0.34,"['Ashmarir', 'Gehi']"
Gehi,Khanid,Seevadin,0.3,"['Claini', 'Seshala', 'Vezila']"
Nandeza,Khanid,Homroon,0.25,"['Baratar', 'Dimoohan', 'Chitiamem']"
Goudiyah,Khanid,Budar,0.15,"['Baratar', 'Sassecho', 'Timudan']"
3-FKCZ,Querious,LI-BA0,-0.28,"['Efa', '0TKF-6', 'ED-L9T', '9SBB-9', 'I1Y-IU']"
Shakasi,Aridia,Anama,0.32,"['Van', 'Maalna', 'Maseera']"
Zayi,Aridia,Anama,0.32,"['Van', 'Shirshocin', 'Maseera']"
Kamih,Aridia,Afinoo,0.24,"['Gens', 'Hier', 'Jasson', 'Fihrneh']"
Marmeha,Aridia,Mareerieh,0.28,['Isid']
Nema,Aridia,Tid,0.31,"['Hier', 'Shenda', 'Afrah', 'Sota']"
1L-BHT,Outer Ring,Heart,0,"['E9G-MT', 'D5IW-F']"
D5IW-F,Outer Ring,Heart,0,"['1L-BHT', 'F-XWIN']"
F5FO-U,Outer Ring,Heart,0,['LGUZ-1']
5WAE-M,Outer Ring,Belt,-0.05,"['BF-SDP', '0-WVQS', '0-9UHT', 'M-NKZM', 'H-M1BY']"
J9SH-A,Outer Ring,Wield,-0.01,"['LGUZ-1', 'JKJ-VJ']"
DB-6W4,Outer Ring,Sword,0,"['R-OCBA', 'GA-2V7', '7-692B']"
L3-XYO,Outer Ring,Regalia,-0.1,"['BF-SDP', 'AN-G54', 'T-Z6J2']"
T-Z6J2,Outer Ring,Regalia,-0.15,"['L3-XYO', 'AN-G54']"
CT7-5V,Outer Ring,Regalia,-0.42,"['AN-G54', '2JJ-0E']"
3WE-KY,Fountain,Pegasus,-0.11,"['4-EP12', 'IR-WT1', '9-VO0Q', 'A8-XBW']"
Partod,Genesis,Kihkounad,0.39,['Anara']
Central Point,Genesis,EVE,0.23,"['Gateway', 'Promised Land', 'Dead End', 'Canard']"
Lilmad,Derelik,Mamouna,0.16,['Futzchag']
Jayneleb,Derelik,Mamouna,0.11,"['Futzchag', 'Podion']"
Bayuka,Derelik,Sazdih,0.4,"['Dooz', 'Uzistoon', 'Bairshir']"
Uzistoon,Derelik,Sazdih,0.39,"['Dooz', 'Bayuka', 'Sari']"
Sari,Derelik,Sazdih,0.38,"['Dooz', 'Uzistoon', 'Timeor']"
Eshwil,Derelik,Aguh,0.22,['Sosa']
Aranir,Derelik,Aguh,0.24,"['Sosa', 'Hahyil']"
LMM7-L,Cache,BVA-YH,-0.19,"['2-2EWC', 'E1W-TB']"
B-T6BT,Cache,5HN-S5,-0.9,"['VK-A5G', '8-SPNN', 'K-RMI5']"
U-QMOA,Cache,5HN-S5,-0.31,['O-5TN1']
U2-28D,Scalding Pass,02QH-A,-0.34,"['LQ-OAI', '5-MQQ7', '6-EQYE', '03-OR2', 'PUZ-IO']"
6EG7-R,Great Wildlands,U-3HAO,-0.71,"['56D-TC', '2X7Z-L', '8DL-CP', 'QQ3-YI']"
2X7Z-L,Great Wildlands,U-3HAO,-0.55,"['FVXK-D', '6EG7-R', '56D-TC']"
8DL-CP,Great Wildlands,U-3HAO,-0.84,"['6EG7-R', '56D-TC', 'UMDQ-6']"
BY5-V8,Great Wildlands,V-LQBF,-0.01,"['7-IDWY', 'UT-UZB']"
TET3-B,Great Wildlands,V-LQBF,-0.02,"['F-5FDA', '7-IDWY']"
GF-3FL,Great Wildlands,IYOO-M,-0.43,"['ZJ-GOU', '9-34L5', '0R-GZQ', 'QM-20X']"
ZJ-GOU,Great Wildlands,IYOO-M,-0.15,"['GF-3FL', 'QQ3-YI', 'QM-20X']"
I-QRJA,Great Wildlands,AP-S8F,-0.07,"['CI4M-T', 'M-YWAL', 'DE71-9']"
IX8-JB,Great Wildlands,T-W4L3,-0.04,"['WTIE-6', 'Y-DSSK', '1L-AED', '1C-953']"
1L-AED,Great Wildlands,T-W4L3,-0.07,"['N-6Z8B', 'IX8-JB', 'WTIE-6', '1C-953']"
O-RXCZ,Great Wildlands,DYK-G8,-0.01,"['H7O-JZ', '4M-P1I']"
P7UZ-T,Great Wildlands,L-TEVM,-0.22,"['FVXK-D', 'PUZ-IO', 'EOE3-N']"
52V6-B,Great Wildlands,W-3Y6D,-0.03,"['N-6Z8B', 'PUC-JZ', 'SB-23C', '5FCV-A', '92-B0X']"
SB-23C,Great Wildlands,W-3Y6D,-0.02,"['52V6-B', 'O-OVOQ', '92-B0X']"
5FCV-A,Great Wildlands,W-3Y6D,-0.01,"['52V6-B', 'PUC-JZ', 'O-OVOQ']"
KLMT-W,Curse,Elysium,-0.02,"['UT-UZB', 'HLW-HP', 'G-0Q86']"
Hemin,Curse,Heaven,-0.01,"['RMOC-W', 'Utopia', 'Jorund']"
Litom,Curse,Heaven,-0.04,"['Utopia', 'Jamunda']"
Farit,Curse,Heaven,-0.01,['Jorund']
9KOE-A,Catch,UX3-N2,-0.05,"['36N-HZ', 'WD-VTV']"
KA6D-K,Catch,T-HHHT,-0.24,"['CBL-XP', 'J6QB-P']"
7MD-S1,Catch,NNLX-K,-0.22,"['ERVK-P', 'T-RPFU']"
BR-N97,Catch,NNLX-K,-0.25,"['ERVK-P', 'IS-R7P', 'S25C-K']"
MQFX-Q,Venal,48R-PS,-0.42,"['N5Y-4N', '9-8BL8']"
8CIX-S,Venal,E-I1JW,-0.09,['O-TVTD']
N0C-UN,Venal,W9MQ-1,-0.14,"['V3X-L8', 'VG-6CH']"
VG-6CH,Venal,W9MQ-1,-0.15,"['N0C-UN', 'Z0-TJW', 'PF-QHK']"
S-1ZXZ,Venal,W9MQ-1,-0.3,"['EIV-1W', 'N-5476']"
YJ3-UT,Venal,0KTC-R,-0.68,"['VG-QW1', 'ZD4-G9', 'C2-DDA']"
UI-8ZE,Pure Blind,0A-73B,-0.21,['OGV-AS']
HKYW-T,Geminate,KR-XF4,-0.05,"['CFYY-J', 'VJ-NQP', 'N-HK93']"
VJ-NQP,Geminate,KR-XF4,-0.03,"['HKYW-T', 'U6D-9A']"
RFGW-V,Geminate,KR-XF4,-0.08,"['3SFU-S', 'N-HK93']"
UER-TH,Geminate,74IL-O,-0.73,"['TDE4-H', 'UG-UWZ']"
CU9-T0,Deklein,Z-D6K5,-0.43,"['94-H3F', 'XCF-8N', 'FMB-JP']"
XCF-8N,Deklein,Z-D6K5,-0.45,"['94-H3F', 'CU9-T0', 'FMB-JP']"
CCP-US,Deklein,VW7-YN,-0.94,"['2R-CRW', 'DO6H-Q']"
DP34-U,Syndicate,MK7-AO,-0.36,"['XS-XAY', '617I-I', '6-U2M8']"
617I-I,Syndicate,MK7-AO,-0.27,"['XS-XAY', 'DP34-U', '6-U2M8', 'I0AB-R']"
6-U2M8,Syndicate,MK7-AO,-0.33,"['XS-XAY', 'DP34-U', '617I-I', 'I0AB-R', 'MXYS-8', 'S-U8A4']"
UFXF-C,Syndicate,QS-FVH,-0.01,"['4L-E5P', '51-5XG']"
RLL-9R,Syndicate,QS-FVH,-0.01,"['4L-E5P', '51-5XG']"
RSS-KA,Syndicate,SKX-PL,-0.01,"['VSIG-K', 'CIS-7X', 'DCHR-L', 'EU0I-T', '4-JWWQ']"
